Features,Labels
"[171.04677722775136, 146.03081866510234, 223.0, 97.83659846908007, 158.01265772082945, 82.00609733428362, 43.0, 70.25316339457389, 49.14462374110429, 274.14002440421297]",square
"[164.02743672934722, 149.05368160498418, 209.0, 102.82509421342633, 151.02979838429235, 82.05485969764375, 41.012193308819754, 71.56505117707799, 49.3382667914282, 276.65635389066546]",square
"[168.14577009250038, 143.1258187749506, 214.0, 106.04244433244644, 153.08167754502824, 85.0, 44.01136216933077, 72.71850162818336, 51.508956440502565, 278.66320147090113]",square
"[157.00318468107582, 142.0, 217.0, 95.13148795220224, 144.00347218036097, 77.02596964660685, 40.01249804748511, 70.25316339457389, 50.11731484997264, 275.5789585673193]",square
"[181.46625030566977, 149.01342221424215, 231.0, 119.40686747419514, 170.95028517086482, 96.25487000666512, 50.039984012787215, 83.77417093557423, 63.649538754051406, 276.8968979004965]",square
"[168.00297616411441, 145.03103116229988, 216.0, 103.07764064044152, 153.0294089382822, 84.02380615040002, 43.01162633521314, 71.56505117707799, 50.906141113770495, 279.1451433205667]",square
"[170.02646852769718, 146.00342461736986, 215.0, 101.04454463255303, 158.00316452527144, 86.0, 46.0, 74.40718906073366, 51.428747748829856, 275.67706009665454]",square
"[170.00294115102832, 147.00340132119393, 221.0, 101.53324578678651, 156.02884348735012, 89.02246907382428, 46.0, 74.74488129694222, 50.19442890773481, 281.3657581590303]",square
"[168.02678357928536, 139.01438774457844, 219.0, 99.08582138732059, 152.11837495845134, 80.09993757800315, 40.049968789001575, 68.96248897457819, 47.45403167452707, 282.5742084758087]",square
"[183.0027322200409, 145.01379244747721, 225.0, 118.43141475132347, 175.07141400011596, 95.08417323613851, 49.01020301937138, 77.82854179141252, 56.71247231108751, 276.4884227729383]",square
"[176.0, 143.05593311708537, 226.0, 117.06835610018618, 167.10774967068403, 85.28774824088158, 43.104524124504614, 74.53878225955809, 55.08816978339002, 275.8435297423737]",square
"[181.01104938649465, 146.00342461736986, 227.0, 109.80892495603443, 170.0, 87.00574693662483, 44.01136216933077, 72.34987578006988, 52.399594659887114, 280.1913476417437]",square
"[179.00279327429502, 152.00328943809077, 226.0, 114.63420083029322, 169.00295855398508, 86.00581375697809, 43.0, 70.4268741695898, 51.73048393461565, 274.64045826426366]",square
"[170.14405661086138, 142.00352108310554, 221.0, 110.11357772772621, 165.10905486980417, 87.00574693662483, 44.01136216933077, 71.56505117707799, 50.527540151656176, 277.149585721115]",square
"[177.00282483621552, 149.01342221424215, 235.0, 111.28791488746656, 172.00290695217916, 90.0, 46.0, 68.8752808539275, 49.007804542372334, 271.95942425422317]",square
"[158.25612152457168, 142.01408380861386, 219.0, 101.17806086301516, 145.1240848377691, 78.00640999302557, 40.0, 69.44395478041653, 47.00253313182688, 278.380685683466]",square
"[157.01273833673497, 141.00354605470034, 221.0, 97.0, 141.0319112825179, 80.05623023850174, 41.048751503547585, 69.90476880809518, 47.924977949156364, 278.92640792673933]",square
"[163.00306745579974, 145.00344823486094, 219.0, 96.33275663033837, 150.0133327407934, 84.0535543567314, 43.104524124504614, 71.1468412355809, 48.3664606634298, 276.17959138641334]",square
"[161.07762104029226, 147.05441169852742, 222.0, 102.55242561733974, 147.2175261305528, 82.29823813423954, 42.1070065428546, 64.59228189105153, 43.814739181377604, 280.75829802440444]",square
"[154.02921800749363, 140.0, 215.0, 88.45903006477066, 139.0898989862312, 77.02596964660685, 40.049968789001575, 72.03086025984298, 47.29061004263853, 280.10012041469713]",square
"[158.11388300841898, 140.00357138301865, 218.0, 95.1892851112981, 146.16771189288008, 85.00588214941364, 44.0, 79.69515353123397, 58.3136323121434, 273.16487559275134]",square
"[161.0, 142.00352108310554, 219.0, 99.90495483208028, 144.0, 77.0, 41.0, 69.44395478041653, 48.65222278030633, 280.7842978675626]",square
"[151.00331122197287, 133.00375934536586, 216.0, 92.76313923105448, 142.03168660548954, 78.02563681252464, 42.04759208325728, 71.1139126302907, 48.058697574095824, 276.40143666683537]",square
"[154.0811474515945, 140.0, 214.0, 89.10667763978185, 140.22838514366484, 76.10519036176179, 40.11234224026316, 70.64100582430528, 45.90938044919914, 281.2941572047291]",square
"[165.00303027520434, 143.0034964607509, 226.0, 97.58073580374356, 151.0529708413575, 82.09750300709517, 43.04648650006177, 67.69379494509236, 45.0, 278.85532665321523]",square
"[165.14841809717706, 141.0, 218.0, 89.10667763978185, 151.40013210033868, 86.20904824900923, 45.09988913511872, 72.89727103094764, 45.90938044919914, 278.97075377537453]",square
"[155.11608556174951, 141.00354605470034, 219.0, 96.17692030835673, 144.22205101855957, 80.05623023850174, 42.01190307520001, 66.44773632710535, 44.15747573925959, 278.13010235415595]",square
"[154.0519392932137, 143.0, 219.0, 92.45539465060976, 139.0323703315167, 78.05767098754612, 40.049968789001575, 71.99583839408662, 51.146625659646666, 279.699457158905]",square
"[155.2063143045411, 140.0, 218.0, 91.2414379544733, 144.34680460612904, 79.22752047110903, 41.19465984809196, 66.61477894278624, 43.66778014613036, 281.9643959723986]",square
"[183.0027322200409, 150.0133327407934, 231.0, 109.71326264403953, 169.00295855398508, 94.0, 49.01020301937138, 70.82099197418928, 47.58579434242449, 276.84277341263095]",square
"[161.0, 141.00354605470034, 219.0, 96.93812459502195, 145.1240848377691, 82.09750300709517, 44.04543109109048, 65.89776549883887, 42.90984084628931, 282.43323518809564]",square
"[160.0124995117569, 144.01388821915754, 220.0, 101.83319694480774, 142.00352108310554, 81.0, 43.01162633521314, 68.68208772453845, 45.79572355273927, 278.14713222315436]",square
"[156.00320509528, 140.00357138301865, 218.0, 97.45255255764212, 145.0, 79.00632886041473, 40.01249804748511, 71.1468412355809, 51.24837166503823, 275.4403320310055]",square
"[169.01183390520322, 149.08386901338454, 227.0, 106.4048871058092, 152.00328943809077, 85.00588214941364, 45.0, 74.74488129694222, 49.573921259900864, 284.9745471478781]",square
"[175.0, 147.05441169852742, 231.0, 107.41508273980894, 161.00310556011024, 90.0, 47.0, 74.53878225955809, 54.09027692082232, 280.304846468766]",square
"[170.0470523119998, 146.00342461736986, 225.0, 104.80935072788114, 155.08062419270823, 83.02409288875127, 43.01162633521314, 73.17859010995916, 52.36474624498265, 278.03022602386096]",square
"[162.00308639035245, 137.03284277865654, 213.0, 96.02083107326243, 157.0, 93.0, 48.010415536631214, 77.7352262721076, 54.32359177813802, 272.8217361605407]",square
"[176.0113632695344, 149.01342221424215, 226.0, 96.82974749528164, 165.0272704737008, 93.02150289046077, 48.010415536631214, 76.26373169437744, 51.70983680775693, 273.27265772472435]",square
"[160.0281225285106, 141.00354605470034, 221.0, 102.6498904042279, 149.12075643584967, 85.05292469985967, 44.01136216933077, 77.47119229084849, 54.91652612090726, 273.6968411687173]",square
"[172.00290695217916, 143.0314650697531, 227.0, 107.64757312638311, 159.0, 88.0056816347672, 45.0, 77.98852161363456, 54.833563964207116, 280.2109580662485]",square
"[169.0266251216062, 147.0, 214.0, 104.62313319720452, 155.05160431288675, 80.02499609497022, 40.0, 73.17859010995916, 54.334998463138234, 276.69766633468515]",square
"[161.07762104029226, 145.03103116229988, 218.0, 104.48444860360799, 146.05478424207814, 81.00617260431454, 42.01190307520001, 71.96571443287014, 50.82634202955577, 282.81736823279516]",square
"[160.04999218994044, 146.01369798755184, 211.0, 98.59513172565875, 148.08443537387717, 78.02563681252464, 39.01281840626232, 70.25316339457389, 49.52476847283419, 278.5385553016675]",square
"[164.00304875214974, 141.00354605470034, 212.0, 102.34256201600583, 150.08331019803634, 79.05694150420949, 39.0, 76.90810693565315, 56.154659738928295, 279.1359638790603]",square
"[165.04847772699995, 143.0034964607509, 212.0, 102.44998779892558, 150.0, 75.02666192761077, 38.01315561749642, 70.25316339457389, 51.34019174590991, 278.16125103519664]",square
"[167.0478973228936, 145.1240848377691, 215.0, 109.17875251164945, 152.47294842036735, 79.76214641043707, 39.20459156782532, 81.52885536698517, 61.557071375636646, 282.3747411502102]",square
"[165.04847772699995, 144.01388821915754, 220.0, 101.67103815738285, 156.02884348735012, 86.09297300012354, 44.04543109109048, 71.96571443287014, 50.98814837577551, 276.2753530943955]",square
"[165.04847772699995, 141.01418368376991, 211.0, 99.02019995940222, 149.05368160498418, 79.02531240052139, 40.0, 73.30075576600638, 51.97276928602646, 278.936687601568]",square
"[168.01190434013895, 149.00335566691106, 214.0, 103.71113729971339, 153.05227865013967, 82.02438661763951, 42.0, 70.3461759419467, 50.47736872882888, 279.2239222821054]",square
"[174.0, 150.00333329629711, 223.0, 112.05802068571441, 159.25451327984396, 82.21921916437786, 41.048751503547585, 76.26373169437744, 57.01900245454453, 277.73706733255295]",square
"[170.00294115102832, 147.03060905811415, 212.0, 107.64757312638311, 154.20765220960988, 85.14693182963201, 44.04543109109048, 74.21924669048461, 54.833563964207116, 278.3948225242854]",square
"[165.01212076693034, 145.1240848377691, 218.0, 99.35793878699377, 148.0, 79.00632886041473, 40.0, 71.99583839408662, 49.89909245378776, 280.23308255042247]",square
"[164.02743672934722, 138.00362314084367, 211.0, 102.34256201600583, 150.2131818450032, 78.16009211867653, 39.11521443121589, 75.32360686254998, 56.154659738928295, 280.6295219506767]",square
"[167.0, 144.00347218036097, 211.0, 95.44108130150245, 149.01342221424215, 79.05694150420949, 39.01281840626232, 77.61924307119283, 54.81125686799605, 280.41936153183195]",square
"[176.0454486773231, 147.00340132119393, 210.0, 102.61578825892242, 158.15498727514097, 75.05997601918082, 37.013511046643494, 71.56505117707799, 52.125016348901795, 275.3613773181314]",square
"[166.02710622064097, 144.03124660989366, 208.0, 93.86160024205851, 151.02979838429235, 87.05170877128145, 45.0111097397076, 76.6075022462489, 51.05419189411484, 279.69653402717853]",square
"[177.04519197086375, 143.0314650697531, 226.0, 94.02127418834527, 160.61133210331082, 83.60023923410746, 42.2965719651132, 59.53445508054011, 38.08877288097531, 287.0490309721098]",square
"[165.01212076693034, 143.0, 210.0, 99.6393496566492, 150.08331019803634, 77.05841939723393, 39.01281840626232, 71.56505117707799, 51.519801751656985, 276.66345990321895]",square
"[166.0, 146.00342461736986, 214.0, 95.67131231461184, 151.02979838429235, 80.02499609497022, 39.01281840626232, 70.25316339457389, 48.81407483429035, 278.49737796149407]",square
"[164.02743672934722, 137.03284277865654, 206.0, 88.09086218218096, 149.05368160498418, 80.00624975587844, 41.0, 75.25643716352927, 50.527540151656176, 279.6324717251545]",square
"[168.1903683330291, 138.03260484392808, 216.0, 100.84641788382967, 153.46986674914396, 82.09750300709517, 41.048751503547585, 79.69515353123397, 59.62087398863166, 279.6047263557242]",square
"[167.0029939851379, 149.0, 214.0, 98.49365461794989, 150.0, 79.0, 40.0, 70.25316339457389, 48.70462744207711, 278.13010235415595]",square
"[166.01204775557707, 146.0, 218.0, 99.35793878699377, 154.01298646542764, 80.00624975587844, 40.0, 70.70995378081126, 49.89909245378776, 275.919653206794]",square
"[174.0028735394907, 152.00328943809077, 229.0, 114.28473213863697, 165.07574019219177, 98.04590761474952, 52.009614495783374, 78.27488798483492, 55.33655414649931, 279.1957114208598]",square
"[183.02458851203573, 150.00333329629711, 243.0, 112.69871339105873, 171.011695506477, 91.0, 46.0, 70.4268741695898, 48.957553114127855, 276.19539102568905]",square
"[180.0444389588304, 151.0, 227.0, 108.40664186294121, 166.10839834276894, 90.0222194794152, 46.0, 75.06858282186245, 52.495857639729856, 277.4759815121434]",square
"[179.0, 150.0, 233.0, 117.00427342623003, 172.02616080119907, 90.0499861188218, 46.010868281309364, 73.4126614430726, 52.64040676102675, 273.92286087967136]",square
"[160.00312496948303, 145.00344823486094, 206.0, 87.6184911990614, 145.03103116229988, 85.0235261559999, 44.0, 76.6075022462489, 51.95295746817391, 280.22116233229417]",square
"[175.0028571195339, 148.0, 231.0, 107.05606008068857, 162.00308639035245, 86.00581375697809, 44.01136216933077, 69.59011716619602, 49.16650488554868, 277.8030412596531]",square
"[175.0114281982751, 149.03019828209315, 232.0, 111.66467659918243, 163.02760502442524, 93.04837451562494, 49.040799340956916, 75.96375653207352, 51.17992424918311, 278.5099469669777]",square
"[181.06904760339356, 153.00326793895613, 232.0, 115.76268828944843, 171.23667831396403, 93.13431161500041, 49.040799340956916, 78.90627698844216, 58.78159723565362, 277.1847132496915]",square
"[175.0028571195339, 150.00333329629711, 228.0, 113.718951806636, 165.07574019219177, 96.13012014972206, 52.03844732503075, 79.11447294534126, 55.750966993188044, 276.42041091884215]",square
"[172.00290695217916, 148.00337833982033, 232.0, 110.42191811411355, 158.02847844613325, 85.05292469985967, 44.01136216933077, 72.34987578006988, 51.98848972998347, 281.0738286444709]",square
"[162.077142126828, 140.00357138301865, 220.0, 107.56393447619885, 152.0131573252789, 82.00609733428362, 42.0, 67.96377305985455, 47.26050191114127, 273.95835363638497]",square
"[166.00301202086666, 148.0, 221.0, 104.9952379872535, 154.0, 80.00624975587844, 40.01249804748511, 68.68208772453845, 49.63546342690264, 275.3323674020728]",square
"[168.0, 146.01369798755184, 218.0, 106.15083607772479, 151.0132444522665, 90.00555538409837, 45.0, 73.07248693585295, 47.29061004263853, 277.40481995503814]",square
"[167.0029939851379, 140.0142849854971, 219.0, 98.22932352408826, 156.01281998605114, 89.0, 46.010868281309364, 77.47119229084849, 54.530127832599945, 275.086658871759]",square
"[158.02847844613325, 137.01459776242822, 218.0, 98.49365461794989, 150.0133327407934, 80.09993757800315, 42.04759208325728, 69.44395478041653, 48.70462744207711, 278.8693617095638]",square
"[168.00297616411441, 144.01388821915754, 216.0, 90.68627239003708, 149.0, 85.00588214941364, 45.0, 74.6237487511738, 48.576334374997344, 280.9449961382896]",square
"[157.00318468107582, 141.00354605470034, 217.0, 92.9569792968769, 143.0, 83.0, 44.01136216933077, 76.6075022462489, 49.799836113904696, 275.1944289077348]",square
"[176.07100840286, 150.08331019803634, 225.0, 117.99152511939153, 159.80300372646317, 90.44888059008801, 47.042533945356304, 80.1806993612421, 58.86968643850504, 277.5858745012719]",square
"[165.00303027520434, 142.00352108310554, 216.0, 93.50935782048768, 148.00337833982033, 82.00609733428362, 43.01162633521314, 73.30075576600638, 48.46822925891715, 281.14923420329325]",square
"[161.07762104029226, 138.0, 216.0, 94.847245611035, 145.1240848377691, 79.02531240052139, 42.0, 69.27444113443946, 42.436229788534995, 277.45493081887605]",square
"[162.01234520862909, 143.01398533010678, 213.0, 101.9803902718557, 147.00340132119393, 81.0, 43.0, 69.90476880809518, 48.17983011986423, 274.9697407281103]",square
"[153.11760186209813, 137.01459776242822, 209.0, 94.04786015641186, 135.05924625881784, 75.0066663703967, 40.01249804748511, 71.1139126302907, 45.43078721700863, 280.533298741775]",square
"[162.19741058352318, 140.0, 219.0, 94.49338601193207, 147.05441169852742, 79.0, 41.0, 74.6237487511738, 50.58260575653107, 277.4401714736299]",square
"[165.0272704737008, 147.03060905811415, 213.0, 100.44899203078147, 148.0, 88.0, 45.0111097397076, 73.17859010995916, 46.613538932881184, 275.713799930999]",square
"[163.01226947687098, 140.03213916812098, 219.0, 105.60303025955268, 149.12075643584967, 88.20430828479978, 46.04345773288535, 77.98852161363456, 52.69605172201657, 275.96260725678667]",square
"[156.02884348735012, 140.089257261219, 219.0, 98.40731680114035, 142.0, 79.05694150420949, 42.04759208325728, 78.17851165939275, 52.431407971172504, 281.07387115134406]",square
"[163.04907236779974, 141.01418368376991, 211.0, 97.30878685915265, 149.08386901338454, 76.05918747922567, 37.013511046643494, 71.1139126302907, 50.42059528376237, 278.8360457543802]",square
"[161.00310556011024, 136.03308421115798, 220.0, 98.00510190801293, 144.2809758769326, 83.60023923410746, 43.289721643826724, 86.26860300083955, 61.34288254344186, 281.5084475226593]",square
"[157.05094714773293, 136.13228860193308, 213.0, 93.08598175880189, 141.00354605470034, 77.00649323271382, 39.01281840626232, 77.31961650818018, 50.66728567823913, 276.3556708160488]",square
"[158.05062480104277, 141.01418368376991, 212.0, 96.87620966986684, 141.05672617780408, 84.02380615040002, 45.0111097397076, 69.90476880809518, 44.5817900585029, 280.06853799464557]",square
"[159.02829936838285, 137.01459776242822, 217.0, 92.63368717696602, 142.0, 74.00675644831355, 38.01315561749642, 65.43282867939868, 44.56263613247927, 280.0203994066326]",square
"[169.04733065032408, 144.00347218036097, 212.0, 102.61578825892242, 153.0294089382822, 86.0, 45.0111097397076, 75.06858282186245, 52.125016348901795, 282.2075027141957]",square
"[169.0266251216062, 143.01398533010678, 224.0, 101.82828683622247, 155.05160431288675, 83.00602387778854, 43.0, 71.56505117707799, 51.77956794514996, 276.3572379727999]",square
"[167.0, 146.05478424207814, 220.0, 101.13851887386922, 151.02979838429235, 80.00624975587844, 41.012193308819754, 67.16634582208245, 43.79816693554788, 281.03468953279014]",square
"[169.0, 150.05332385522155, 227.0, 109.22453936730518, 155.0290295396317, 83.05419917138447, 43.01162633521314, 70.76932762433871, 49.45560283332632, 279.1540947370487]",square
"[166.19265928433782, 140.00357138301865, 221.0, 100.4987562112089, 154.3243337908834, 83.05419917138447, 43.01162633521314, 78.43986920578223, 58.840695491655616, 277.08535157191324]",square
"[168.01190434013895, 148.00337833982033, 212.0, 109.83624174196785, 155.2063143045411, 81.15417426109393, 41.048751503547585, 76.26373169437744, 56.88865803962797, 275.7018115022687]",square
"[167.0748335327616, 154.00324671902212, 234.0, 115.97413504743201, 154.0, 84.00595217006948, 43.01162633521314, 69.30454926593673, 45.698694382983476, 275.64142094364104]",square
"[178.0028089666003, 147.00340132119393, 227.0, 102.44998779892558, 171.0263137648707, 87.05170877128145, 44.04543109109048, 69.90476880809518, 51.34019174590991, 273.1443333242668]",square
"[175.0114281982751, 152.0131573252789, 228.0, 109.01834707974616, 167.01197561851666, 85.00588214941364, 43.0, 70.76932762433871, 52.07892160461223, 275.3067708379681]",square
"[159.0125781188394, 138.00362314084367, 213.0, 98.60020283954795, 148.03040228277433, 81.02468759581859, 43.04648650006177, 75.32360686254998, 53.246320814468525, 277.3860431512673]",square
"[165.01212076693034, 138.03260484392808, 218.0, 92.69843580125827, 152.0131573252789, 82.00609733428362, 42.0, 72.47443162627712, 47.185800806775596, 277.7697562907688]",square
"[175.18276170902203, 146.05478424207814, 232.0, 103.32473082471591, 165.36626016210198, 91.19758768739445, 47.01063709417264, 71.96571443287014, 47.3532968661083, 278.3362013915401]",square
"[176.1817243643619, 145.03103116229988, 230.0, 92.00543462209176, 166.19265928433782, 90.0499861188218, 45.044422518220834, 77.9052429229879, 52.50734666694966, 277.78446450507533]",square
"[165.04847772699995, 141.088624630053, 222.0, 100.41912168506553, 153.11760186209813, 77.0, 41.0, 66.61477894278624, 45.80692945510237, 282.1060069844884]",square
"[164.0, 138.05795884337854, 214.0, 100.80178569846865, 152.00328943809077, 78.0, 40.01249804748511, 73.68614757373945, 53.47114463301483, 277.76516601842536]",square
"[163.0, 139.00359707575916, 214.0, 100.60318086422517, 152.0131573252789, 78.00640999302557, 40.01249804748511, 71.99583839408662, 52.67447951689393, 277.4314079711725]",square
"[163.0, 141.00354605470034, 219.0, 100.26464980241042, 157.00318468107582, 82.0, 41.0, 71.1468412355809, 51.072456407207696, 272.7263109939063]",square
"[150.05332385522155, 137.00364958642524, 212.0, 88.72992730753249, 139.05754204644924, 80.05623023850174, 42.01190307520001, 72.89727103094764, 50.02907358178545, 277.5891784302945]",square
"[180.13605968822566, 151.0529708413575, 231.0, 106.40018796975878, 165.14841809717706, 95.00526301210897, 51.0098029794274, 75.96375653207352, 53.022403647327494, 277.548744557213]",square
"[163.04907236779974, 142.0563268566381, 216.0, 97.082439194738, 147.0, 84.0, 44.01136216933077, 74.05460409907714, 48.758555685472, 275.7186625109341]",square
"[163.07666908543356, 144.0, 213.0, 99.20181449953424, 147.12239802287073, 79.1580697086532, 42.1070065428546, 74.98163936884933, 52.783559526465396, 280.58747172454656]",square
"[172.01162751395617, 147.08500943332058, 222.0, 102.17631819555841, 161.07762104029226, 87.02298546935747, 45.0, 72.80145877993414, 49.76364169072618, 279.1717290301659]",square
"[170.0, 144.00347218036097, 218.0, 95.80187889597991, 157.0, 87.0, 45.0, 75.65066795705286, 53.48894388050471, 278.13010235415595]",square
"[168.1903683330291, 144.0, 223.0, 104.86181383134664, 156.259399717265, 86.09297300012354, 44.01136216933077, 76.26373169437744, 55.097504384075286, 274.5690027450608]",square
"[167.01197561851666, 145.00344823486094, 225.0, 95.46203433826454, 157.1146078504478, 83.15046602394962, 44.04543109109048, 67.16634582208245, 45.42440541936147, 279.9365148709945]",square
"[169.0266251216062, 146.0, 222.0, 105.55093557141026, 155.0290295396317, 87.02298546935747, 46.0, 71.17528998175993, 48.456619172042, 281.3592509722879]",square
"[185.17289218457435, 155.0, 229.0, 113.81124724736128, 171.35343591536179, 93.08598175880189, 49.01020301937138, 73.73979529168804, 53.93561384258175, 276.56780951566805]",square
"[167.01197561851666, 139.05754204644924, 220.0, 98.29038610159185, 155.0129026887762, 85.00588214941364, 44.0, 68.19859051364818, 44.58780725859768, 278.13010235415595]",square
"[171.0, 151.0, 220.0, 105.89145385724005, 159.0125781188394, 84.00595217006948, 44.01136216933077, 70.3461759419467, 50.748663417287766, 274.06066126799055]",square
"[173.02600960549256, 143.0314650697531, 230.0, 114.62111498323509, 159.25451327984396, 86.20904824900923, 45.0111097397076, 73.4126614430726, 54.22988624372772, 277.3922915549845]",square
"[176.02556632489498, 148.03040228277433, 219.0, 96.20810776644555, 167.2423391369542, 89.20201791439474, 46.010868281309364, 68.96248897457819, 43.3153156821037, 277.43821188748217]",square
"[163.01226947687098, 148.00337833982033, 224.0, 103.60019305001319, 152.0, 86.00581375697809, 46.010868281309364, 75.06858282186245, 53.24071182970788, 275.9289499419896]",square
"[170.02646852769718, 148.0, 222.0, 108.23123393919151, 155.08062419270823, 77.02596964660685, 39.01281840626232, 69.90476880809518, 51.75357403553099, 276.0575166651616]",square
"[175.0, 147.00340132119393, 229.0, 113.81124724736128, 162.04937519163718, 87.00574693662483, 44.01136216933077, 73.4126614430726, 53.93561384258175, 276.4429559557292]",square
"[168.1071087134628, 144.01388821915754, 220.0, 99.62429422585637, 157.15597347857954, 84.0535543567314, 43.01162633521314, 74.05460409907714, 54.39546601956689, 272.83548196560804]",square
"[175.04570831642803, 147.00340132119393, 223.0, 111.25196627475849, 160.15305179733542, 84.0535543567314, 43.01162633521314, 73.88658176691071, 54.8814061203502, 278.2594379798788]",square
"[168.00297616411441, 147.05441169852742, 222.0, 103.24727599312246, 155.0129026887762, 80.0, 41.012193308819754, 65.89776549883887, 44.21517539700811, 280.21948010233086]",square
"[177.04519197086375, 153.00326793895613, 221.0, 105.47511554864494, 163.07666908543356, 91.08786966440702, 47.042533945356304, 68.8752808539275, 47.689770323150476, 276.67446904711755]",square
"[168.00297616411441, 141.05672617780408, 223.0, 111.77208953938367, 161.25135658344087, 88.14193099768123, 46.04345773288535, 77.09259132873416, 56.309932474020215, 273.0279371017978]",square
"[171.00292395160966, 147.0, 219.0, 110.25878649794764, 160.0124995117569, 83.02409288875127, 43.01162633521314, 70.01689347810002, 51.25903630512225, 277.1250163489018]",square
"[174.01149387324966, 147.00340132119393, 221.0, 107.80074211247342, 165.01212076693034, 88.0, 45.0111097397076, 71.56505117707799, 52.91750303482834, 274.17745087701564]",square
"[175.0, 146.01369798755184, 223.0, 111.25196627475849, 163.07666908543356, 91.08786966440702, 48.041648597857254, 77.34744349944204, 54.8814061203502, 280.91688644769386]",square
"[172.04650534085255, 146.0, 226.0, 107.54068997360952, 163.1502375113196, 92.04890004774636, 48.010415536631214, 79.79602627826831, 59.85861444792466, 276.06043769941806]",square
"[163.02760502442524, 144.01388821915754, 218.0, 100.12492197250393, 153.0130713370593, 81.02468759581859, 42.0, 72.40757543781841, 50.267697128044226, 274.0291206564714]",square
"[184.06792224611002, 155.0290295396317, 247.0, 115.10864433221339, 172.04650534085255, 100.00499987500625, 52.0, 74.64986350757557, 50.64054943215682, 275.52499163375404]",square
"[182.00274723201295, 159.00314462299164, 235.0, 119.00420160649792, 171.011695506477, 96.02083107326243, 51.0098029794274, 69.8293465881496, 48.40644375499472, 276.2582431302578]",square
"[168.02678357928536, 144.00347218036097, 228.0, 104.66135867644753, 156.08010763707205, 85.05292469985967, 43.01162633521314, 66.29735404903376, 44.22577983507194, 276.61763375436794]",square
"[159.05030650709227, 141.0, 209.0, 102.41581909060729, 143.05593311708537, 70.06425622241343, 37.05401462729781, 73.44292862436335, 54.137151014138716, 282.2647737278924]",square
"[160.11246047700348, 142.00352108310554, 221.0, 102.59142264341595, 148.12157169028418, 79.1580697086532, 40.049968789001575, 66.44773632710535, 46.974934010881974, 280.0109085843204]",square
"[165.00303027520434, 147.00340132119393, 219.0, 98.59513172565875, 155.00322577288512, 85.0235261559999, 44.0, 70.3461759419467, 49.52476847283419, 275.9150925302525]",square
"[164.0, 145.00344823486094, 219.0, 97.83659846908007, 154.00324671902212, 86.00581375697809, 44.01136216933077, 71.56505117707799, 49.14462374110429, 275.80295870496803]",square
"[170.01176429882727, 144.0, 230.0, 109.40292500660117, 159.05030650709227, 84.02380615040002, 43.0, 72.71850162818336, 53.54907682041869, 271.4415762759927]",square
"[165.01212076693034, 135.00370365289984, 235.0, 103.96634070698074, 156.11534197509224, 84.2140130857092, 42.2965719651132, 66.29735404903376, 46.169139327907416, 274.0257670491329]",square
"[164.0, 138.01449199268893, 229.0, 103.27632836231156, 151.00331122197287, 79.00632886041473, 41.012193308819754, 66.44773632710535, 46.56935480474898, 275.33467706384096]",square
"[158.00316452527144, 139.00359707575916, 216.0, 100.42410069301094, 148.03040228277433, 83.00602387778854, 43.0, 74.40718906073366, 51.87481802870424, 275.0658551442827]",square
"[155.08062419270823, 136.0, 207.0, 102.08329931972223, 144.34680460612904, 79.02531240052139, 43.01162633521314, 78.69006752597979, 60.6728205095432, 278.2570499592278]",square
"[178.07021087200408, 148.08443537387717, 222.0, 104.35037134576953, 169.14490828872147, 93.02150289046077, 48.0, 73.88658176691071, 50.053826050064366, 279.763045874902]",square
"[173.02600960549256, 151.02979838429235, 221.0, 95.90099061010788, 162.15116404145854, 93.13431161500041, 48.041648597857254, 75.96375653207352, 50.500411470201904, 279.8553572296286]",square
"[179.02513789968157, 156.05127362504928, 228.0, 108.07404868885037, 168.00297616411441, 96.00520819205592, 50.0, 73.73979529168804, 51.00900595749452, 277.09634875256336]",square
"[151.0529708413575, 134.0, 216.0, 90.9065454189081, 138.0905500025255, 75.02666192761077, 38.01315561749642, 72.47443162627712, 50.355825042855194, 276.1414644976819]",square
"[171.00292395160966, 148.0135128966271, 223.0, 103.40696301506973, 161.0, 86.00581375697809, 44.01136216933077, 74.40718906073366, 52.465190856121424, 277.1250163489018]",square
"[170.49633427144408, 141.088624630053, 221.0, 90.78546139112804, 152.190669884852, 81.61494961096282, 41.30375285612676, 66.80140948635182, 40.532840938610725, 287.5292074717848]",square
"[174.01149387324966, 143.0034964607509, 224.0, 114.03946685248927, 163.02760502442524, 81.09870529176159, 42.1070065428546, 73.53998518795997, 54.63753811293095, 279.09027692082236]",square
"[172.23530416264836, 150.0133327407934, 221.0, 106.66770832824712, 160.1998751560063, 85.0235261559999, 43.01162633521314, 72.34987578006988, 51.08852815419517, 282.9691662648278]",square
"[178.04493814764857, 151.0132444522665, 235.0, 114.80853626799707, 166.00301202086666, 87.00574693662483, 44.01136216933077, 73.07248693585295, 52.431407971172504, 280.0837457771049]",square
"[173.0, 152.00328943809077, 221.0, 111.21151019566275, 160.0281225285106, 86.02325267042627, 44.01136216933077, 73.88658176691071, 52.30575953331083, 276.7798652257377]",square
"[176.0, 152.08221460775746, 224.0, 101.86265262597475, 164.0762018087937, 84.1486779456457, 42.04759208325728, 66.44773632710535, 46.59114027119459, 283.8212440960059]",square
